error_type,vis_now_10m,vis_tplus1_10m,station
FP,112.0,149.0,Taebaek
FN,149.0,85.0,Taebaek
TP,85.0,81.0,Taebaek
FP,81.0,122.0,Taebaek
FP,122.0,126.0,Taebaek
FP,126.0,175.0,Taebaek
FN,739.0,99.0,Taebaek
FN,281.0,91.0,Taebaek
TP,91.0,65.0,Taebaek
TP,65.0,83.0,Taebaek
TP,83.0,64.0,Taebaek
FP,64.0,207.0,Taebaek
FP,119.0,309.0,Taebaek
FN,259.0,53.0,Taebaek
FP,53.0,115.0,Taebaek
FP,115.0,302.0,Taebaek
FN,267.0,54.0,Taebaek
TP,54.0,32.0,Taebaek
FP,32.0,267.0,Taebaek
FN,267.0,34.0,Taebaek
TP,34.0,21.0,Taebaek
TP,21.0,16.0,Taebaek
TP,16.0,50.0,Taebaek
FP,50.0,704.0,Taebaek
FN,142.0,68.0,Taebaek
FP,68.0,188.0,Taebaek
FP,188.0,164.0,Taebaek
FP,141.0,1579.0,Taebaek
FN,298.0,56.0,Taebaek
FP,163.0,154.0,Taebaek
TP,154.0,23.0,Taebaek
TP,23.0,16.0,Taebaek
TP,16.0,16.0,Taebaek
TP,16.0,20.0,Taebaek
TP,20.0,19.0,Taebaek
FP,19.0,131.0,Taebaek
FN,899.0,25.0,Taebaek
TP,25.0,18.0,Taebaek
TP,18.0,33.0,Taebaek
FP,33.0,1035.0,Taebaek
FN,503.0,83.0,Taebaek
FP,347.0,330.0,Taebaek
FP,330.0,685.0,Taebaek
FP,127.0,131.0,Taebaek
FP,131.0,328.0,Taebaek
FN,379.0,33.0,Taebaek
TP,33.0,51.0,Taebaek
TP,51.0,15.0,Taebaek
TP,15.0,75.0,Taebaek
FP,75.0,405.0,Taebaek
FN,402.0,93.0,Taebaek
FP,93.0,223.0,Taebaek
FP,223.0,381.0,Taebaek
FP,114.0,966.0,Taebaek
FN,132.0,79.0,Taebaek
FN,256.0,87.0,Taebaek
FN,236.0,42.0,Taebaek
TP,42.0,28.0,Taebaek
TP,28.0,40.0,Taebaek
TP,40.0,54.0,Taebaek
TP,54.0,23.0,Taebaek
TP,23.0,28.0,Taebaek
TP,28.0,36.0,Taebaek
FN,409.0,86.0,Taebaek
TP,86.0,67.0,Taebaek
TP,67.0,34.0,Taebaek
FP,34.0,1137.0,Taebaek
FP,105.0,198.0,Taebaek
TP,213.0,70.0,Taebaek
TP,70.0,82.0,Taebaek
FP,82.0,264.0,Taebaek
FN,548.0,92.0,Taebaek
TP,92.0,30.0,Taebaek
TP,30.0,24.0,Taebaek
TP,24.0,30.0,Taebaek
TP,30.0,24.0,Taebaek
TP,24.0,16.0,Taebaek
TP,16.0,16.0,Taebaek
TP,16.0,14.0,Taebaek
TP,14.0,16.0,Taebaek
TP,16.0,13.0,Taebaek
TP,13.0,12.0,Taebaek
FP,12.0,122.0,Taebaek
FP,122.0,1708.0,Taebaek
FP,186.0,745.0,Taebaek
FN,106.0,11.0,Taebaek
TP,11.0,68.0,Taebaek
FP,68.0,166.0,Taebaek
FN,138.0,77.0,Taebaek
FP,77.0,112.0,Taebaek
FP,112.0,109.0,Taebaek
FP,109.0,113.0,Taebaek
FP,113.0,125.0,Taebaek
FN,125.0,98.0,Taebaek
FP,98.0,162.0,Taebaek
FN,162.0,86.0,Taebaek
TP,86.0,76.0,Taebaek
TP,76.0,96.0,Taebaek
TP,96.0,91.0,Taebaek
FP,91.0,132.0,Taebaek
FN,132.0,67.0,Taebaek
TP,67.0,62.0,Taebaek
TP,62.0,73.0,Taebaek
FP,73.0,121.0,Taebaek
FN,121.0,62.0,Taebaek
TP,62.0,62.0,Taebaek
TP,62.0,98.0,Taebaek
TP,98.0,94.0,Taebaek
TP,94.0,85.0,Taebaek
FP,85.0,106.0,Taebaek
FP,106.0,109.0,Taebaek
FP,109.0,204.0,Taebaek
FN,303.0,43.0,Taebaek
TP,43.0,40.0,Taebaek
FP,40.0,341.0,Taebaek
FP,114.0,109.0,Taebaek
FP,109.0,134.0,Taebaek
TP,134.0,95.0,Taebaek
TP,95.0,77.0,Taebaek
TP,77.0,54.0,Taebaek
TP,54.0,74.0,Taebaek
TP,74.0,70.0,Taebaek
TP,70.0,49.0,Taebaek
TP,49.0,66.0,Taebaek
TP,66.0,48.0,Taebaek
TP,48.0,73.0,Taebaek
TP,73.0,95.0,Taebaek
TP,95.0,72.0,Taebaek
TP,72.0,87.0,Taebaek
TP,87.0,70.0,Taebaek
FP,70.0,283.0,Taebaek
FP,102.0,269.0,Taebaek
FN,269.0,100.0,Taebaek
FP,141.0,166.0,Taebaek
FP,166.0,464.0,Taebaek
FN,115.0,47.0,Taebaek
FP,47.0,114.0,Taebaek
FP,114.0,572.0,Taebaek
FN,1357.0,11.0,Taebaek
FN,213.0,61.0,Taebaek
FP,61.0,364.0,Taebaek
FP,114.0,215.0,Taebaek
FP,122.0,628.0,Taebaek
FP,142.0,255.0,Taebaek
FP,152.0,121.0,Taebaek
FP,121.0,141.0,Taebaek
FP,141.0,140.0,Taebaek
FP,140.0,160.0,Taebaek
FN,157.0,62.0,Taebaek
TP,62.0,63.0,Taebaek
FP,63.0,106.0,Taebaek
TP,106.0,50.0,Taebaek
TP,50.0,59.0,Taebaek
TP,59.0,80.0,Taebaek
FP,80.0,139.0,Taebaek
FP,139.0,149.0,Taebaek
FN,1457.0,85.0,Taebaek
FN,138.0,98.0,Taebaek
FP,98.0,221.0,Taebaek
FN,148.0,74.0,Taebaek
FP,74.0,723.0,Taebaek
FP,112.0,408.0,Taebaek
FN,398.0,77.0,Taebaek
FN,260.0,98.0,Taebaek
FP,102.0,462.0,Taebaek
FN,207.0,83.0,Taebaek
TP,83.0,64.0,Taebaek
TP,64.0,72.0,Taebaek
TP,72.0,78.0,Taebaek
TP,78.0,67.0,Taebaek
TP,67.0,84.0,Taebaek
FP,84.0,151.0,Taebaek
TP,18.0,25.0,Taebaek
TP,25.0,34.0,Taebaek
TP,34.0,19.0,Taebaek
FP,19.0,773.0,Taebaek
FN,230.0,91.0,Taebaek
FP,91.0,111.0,Taebaek
FP,111.0,234.0,Taebaek
FN,1873.0,29.0,Taebaek
FN,29.0,57.0,Taebaek
TP,57.0,22.0,Taebaek
TP,22.0,27.0,Taebaek
FN,566.0,65.0,Taebaek
FN,434.0,28.0,Taebaek
FN,143.0,21.0,Taebaek
TP,21.0,34.0,Taebaek
TP,34.0,15.0,Taebaek
TP,15.0,14.0,Taebaek
TP,14.0,24.0,Taebaek
TP,24.0,29.0,Taebaek
TP,29.0,27.0,Taebaek
FN,460.0,46.0,Taebaek
FN,366.0,34.0,Taebaek
FN,109.0,54.0,Taebaek
FN,207.0,26.0,Taebaek
FP,26.0,242.0,Taebaek
TP,153.0,49.0,Taebaek
TP,49.0,95.0,Taebaek
FP,95.0,831.0,Taebaek
FN,2059.0,44.0,Taebaek
FN,44.0,78.0,Taebaek
FP,78.0,387.0,Taebaek
FN,1286.0,82.0,Taebaek
FN,141.0,23.0,Taebaek
TP,23.0,37.0,Taebaek
TP,37.0,49.0,Taebaek
FP,49.0,601.0,Taebaek
FN,135.0,80.0,Taebaek
TP,80.0,27.0,Taebaek
TP,27.0,25.0,Taebaek
FP,25.0,1296.0,Taebaek
TP,169.0,18.0,Taebaek
TP,18.0,39.0,Taebaek
TP,39.0,23.0,Taebaek
TP,23.0,58.0,Taebaek
FP,58.0,848.0,Taebaek
FP,326.0,1670.0,Taebaek
FN,572.0,97.0,Taebaek
FP,97.0,571.0,Taebaek
FN,1521.0,18.0,Taebaek
FP,18.0,275.0,Taebaek
TP,275.0,89.0,Taebaek
FP,89.0,1378.0,Taebaek
FN,2221.0,82.0,Taebaek
FN,238.0,57.0,Daegwallyeong
FN,158.0,59.0,Daegwallyeong
FP,59.0,149.0,Daegwallyeong
TP,149.0,40.0,Daegwallyeong
FP,40.0,169.0,Daegwallyeong
FN,169.0,78.0,Daegwallyeong
TP,78.0,57.0,Daegwallyeong
FP,57.0,310.0,Daegwallyeong
FN,4520.0,18.0,Daegwallyeong
FP,18.0,347.0,Daegwallyeong
FP,111.0,139.0,Daegwallyeong
FP,139.0,114.0,Daegwallyeong
FP,114.0,118.0,Daegwallyeong
FP,118.0,202.0,Daegwallyeong
FP,117.0,145.0,Daegwallyeong
FP,109.0,160.0,Daegwallyeong
FP,160.0,320.0,Daegwallyeong
FN,331.0,70.0,Daegwallyeong
FN,655.0,84.0,Daegwallyeong
FN,151.0,76.0,Daegwallyeong
FN,76.0,17.0,Daegwallyeong
TP,17.0,22.0,Daegwallyeong
TP,22.0,18.0,Daegwallyeong
TP,18.0,18.0,Daegwallyeong
TP,18.0,29.0,Daegwallyeong
TP,29.0,32.0,Daegwallyeong
FP,32.0,101.0,Daegwallyeong
FP,101.0,1280.0,Daegwallyeong
FP,204.0,158.0,Daegwallyeong
TP,158.0,88.0,Daegwallyeong
FP,88.0,103.0,Daegwallyeong
TP,103.0,67.0,Daegwallyeong
TP,67.0,74.0,Daegwallyeong
TP,74.0,50.0,Daegwallyeong
FP,50.0,109.0,Daegwallyeong
FP,109.0,126.0,Daegwallyeong
TP,126.0,52.0,Daegwallyeong
FP,52.0,102.0,Daegwallyeong
FP,102.0,119.0,Daegwallyeong
FP,119.0,160.0,Daegwallyeong
TP,160.0,29.0,Daegwallyeong
TP,29.0,80.0,Daegwallyeong
FN,80.0,85.0,Daegwallyeong
FP,85.0,486.0,Daegwallyeong
FN,948.0,70.0,Daegwallyeong
TP,70.0,58.0,Daegwallyeong
FP,58.0,229.0,Daegwallyeong
TP,229.0,45.0,Daegwallyeong
TP,45.0,30.0,Daegwallyeong
TP,30.0,26.0,Daegwallyeong
TP,26.0,25.0,Daegwallyeong
FP,25.0,195.0,Daegwallyeong
FP,195.0,111.0,Daegwallyeong
TP,111.0,48.0,Daegwallyeong
TP,48.0,41.0,Daegwallyeong
FP,41.0,186.0,Daegwallyeong
FP,186.0,582.0,Daegwallyeong
FN,368.0,29.0,Daegwallyeong
TP,29.0,29.0,Daegwallyeong
TP,29.0,20.0,Daegwallyeong
TP,20.0,31.0,Daegwallyeong
FN,31.0,27.0,Daegwallyeong
TP,27.0,48.0,Daegwallyeong
TP,107.0,28.0,Daegwallyeong
FP,28.0,161.0,Daegwallyeong
FP,161.0,657.0,Daegwallyeong
FP,138.0,579.0,Daegwallyeong
FN,579.0,48.0,Daegwallyeong
FP,48.0,519.0,Daegwallyeong
FN,1383.0,25.0,Daegwallyeong
FP,25.0,894.0,Daegwallyeong
TP,894.0,49.0,Daegwallyeong
TP,49.0,18.0,Daegwallyeong
TP,18.0,28.0,Daegwallyeong
TP,28.0,24.0,Daegwallyeong
FP,24.0,1327.0,Daegwallyeong
FN,436.0,17.0,Daegwallyeong
FP,17.0,709.0,Daegwallyeong
FN,3132.0,31.0,Daegwallyeong
FN,31.0,73.0,Daegwallyeong
FP,73.0,347.0,Daegwallyeong
FP,347.0,558.0,Daegwallyeong
FP,240.0,408.0,Daegwallyeong
FP,169.0,222.0,Daegwallyeong
FP,109.0,441.0,Daegwallyeong
FN,1293.0,38.0,Daegwallyeong
FP,38.0,916.0,Daegwallyeong
FP,121.0,2751.0,Daegwallyeong
FN,1006.0,46.0,Daegwallyeong
TP,46.0,26.0,Daegwallyeong
TP,26.0,66.0,Daegwallyeong
TP,66.0,17.0,Daegwallyeong
TP,17.0,26.0,Daegwallyeong
TP,26.0,31.0,Daegwallyeong
FP,31.0,335.0,Daegwallyeong
TP,335.0,17.0,Daegwallyeong
TP,17.0,41.0,Daegwallyeong
TP,41.0,75.0,Daegwallyeong
TP,121.0,45.0,Daegwallyeong
FP,45.0,821.0,Daegwallyeong
FN,2607.0,7.0,Daegwallyeong
FP,7.0,4922.0,Daegwallyeong
FN,1039.0,35.0,Daegwallyeong
FP,35.0,308.0,Daegwallyeong
FN,274.0,58.0,Daegwallyeong
FP,58.0,516.0,Daegwallyeong
FN,516.0,58.0,Daegwallyeong
FP,58.0,2172.0,Daegwallyeong
TP,112.0,27.0,Daegwallyeong
TP,27.0,42.0,Daegwallyeong
TP,42.0,29.0,Daegwallyeong
TP,29.0,37.0,Daegwallyeong
TP,37.0,28.0,Daegwallyeong
TP,28.0,26.0,Daegwallyeong
FP,26.0,315.0,Daegwallyeong
TP,133.0,46.0,Daegwallyeong
TP,46.0,44.0,Daegwallyeong
TP,44.0,19.0,Daegwallyeong
TP,19.0,35.0,Daegwallyeong
FN,619.0,66.0,Daegwallyeong
FP,66.0,160.0,Daegwallyeong
FP,160.0,262.0,Daegwallyeong
TP,149.0,93.0,Daegwallyeong
TP,93.0,100.0,Daegwallyeong
FP,100.0,1049.0,Daegwallyeong
FN,1196.0,74.0,Daegwallyeong
TP,74.0,63.0,Daegwallyeong
FP,63.0,214.0,Daegwallyeong
FP,214.0,1704.0,Daegwallyeong
FN,2279.0,80.0,Daegwallyeong
FP,80.0,117.0,Daegwallyeong
TP,117.0,46.0,Daegwallyeong
FN,2439.0,97.0,Daegwallyeong
FP,97.0,1731.0,Daegwallyeong
FN,188.0,64.0,Daegwallyeong
TP,64.0,57.0,Daegwallyeong
TP,57.0,90.0,Daegwallyeong
TP,90.0,62.0,Daegwallyeong
TP,62.0,75.0,Daegwallyeong
TP,75.0,79.0,Daegwallyeong
TP,79.0,85.0,Daegwallyeong
TP,85.0,69.0,Daegwallyeong
TP,69.0,45.0,Daegwallyeong
FN,759.0,30.0,Daegwallyeong
TP,30.0,22.0,Daegwallyeong
TP,22.0,34.0,Daegwallyeong
TP,34.0,19.0,Daegwallyeong
TP,19.0,23.0,Daegwallyeong
FN,837.0,18.0,Daegwallyeong
FP,18.0,1251.0,Daegwallyeong
FN,782.0,16.0,Daegwallyeong
TP,16.0,34.0,Daegwallyeong
TP,34.0,24.0,Daegwallyeong
TP,24.0,34.0,Daegwallyeong
TP,34.0,61.0,Daegwallyeong
FN,201.0,83.0,Daegwallyeong
FN,275.0,40.0,Daegwallyeong
FP,40.0,619.0,Daegwallyeong
FN,3844.0,88.0,Daegwallyeong
FN,3536.0,47.0,Daegwallyeong
TP,47.0,51.0,Daegwallyeong
TP,51.0,23.0,Daegwallyeong
TP,23.0,25.0,Daegwallyeong
TP,25.0,18.0,Daegwallyeong
TP,18.0,46.0,Daegwallyeong
FP,46.0,4985.0,Daegwallyeong
FN,1009.0,26.0,Daegwallyeong
FP,26.0,243.0,Daegwallyeong
FP,180.0,228.0,Daegwallyeong
FN,228.0,60.0,Daegwallyeong
TP,60.0,39.0,Daegwallyeong
FP,39.0,147.0,Daegwallyeong
FN,1018.0,87.0,Daegwallyeong
FP,87.0,526.0,Daegwallyeong
FP,259.0,162.0,Daegwallyeong
FN,162.0,33.0,Daegwallyeong
TP,33.0,32.0,Daegwallyeong
TP,32.0,57.0,Daegwallyeong
FN,57.0,43.0,Daegwallyeong
FN,278.0,86.0,Daegwallyeong
TP,86.0,45.0,Daegwallyeong
TP,45.0,28.0,Daegwallyeong
FN,28.0,93.0,Daegwallyeong
TP,128.0,49.0,Daegwallyeong
FP,49.0,458.0,Daegwallyeong
FN,325.0,23.0,Daegwallyeong
FP,23.0,778.0,Daegwallyeong
FN,454.0,69.0,Daegwallyeong
FP,69.0,246.0,Daegwallyeong
FN,732.0,26.0,Daegwallyeong
FN,374.0,24.0,Daegwallyeong
FP,24.0,317.0,Daegwallyeong
FN,1443.0,74.0,Daegwallyeong
FN,2914.0,33.0,Daegwallyeong
TP,33.0,31.0,Daegwallyeong
TP,31.0,21.0,Daegwallyeong
TP,21.0,75.0,Daegwallyeong
FP,75.0,556.0,Daegwallyeong
FP,157.0,4210.0,Daegwallyeong
TP,133.0,66.0,Daegwallyeong
FN,66.0,89.0,Daegwallyeong
TP,89.0,18.0,Daegwallyeong
TP,18.0,38.0,Daegwallyeong
FP,38.0,410.0,Daegwallyeong
FN,326.0,98.0,Daegwallyeong
FP,98.0,983.0,Daegwallyeong
FN,277.0,48.0,Daegwallyeong
FP,48.0,186.0,Daegwallyeong
TP,133.0,21.0,Daegwallyeong
TP,21.0,26.0,Daegwallyeong
TP,26.0,18.0,Daegwallyeong
TP,18.0,38.0,Daegwallyeong
TP,38.0,46.0,Daegwallyeong
FP,46.0,177.0,Daegwallyeong
FN,545.0,34.0,Daegwallyeong
FP,34.0,1900.0,Daegwallyeong
FN,1929.0,25.0,Daegwallyeong
FP,25.0,3682.0,Daegwallyeong
FN,5000.0,91.0,Daegwallyeong
FN,91.0,42.0,Daegwallyeong
FN,42.0,18.0,Daegwallyeong
FP,18.0,155.0,Daegwallyeong
FN,155.0,49.0,Daegwallyeong
TP,49.0,72.0,Daegwallyeong
FP,72.0,1163.0,Daegwallyeong
FN,2431.0,76.0,Daegwallyeong
FP,76.0,3051.0,Daegwallyeong
FN,3051.0,39.0,Daegwallyeong
FP,39.0,2288.0,Daegwallyeong
FN,896.0,41.0,Daegwallyeong
TP,41.0,17.0,Daegwallyeong
FP,17.0,1502.0,Daegwallyeong
FN,165.0,35.0,Daegwallyeong
FP,35.0,1381.0,Daegwallyeong
FN,1381.0,20.0,Daegwallyeong
TP,20.0,68.0,Daegwallyeong
FN,617.0,30.0,Daegwallyeong
FP,30.0,3677.0,Daegwallyeong
FN,1851.0,90.0,Daegwallyeong
FP,90.0,782.0,Daegwallyeong
FN,275.0,46.0,Daegwallyeong
TP,46.0,58.0,Daegwallyeong
FP,58.0,624.0,Daegwallyeong
FN,693.0,30.0,Daegwallyeong
FP,30.0,1914.0,Daegwallyeong
FP,209.0,414.0,Daegwallyeong
FN,414.0,51.0,Daegwallyeong
TP,51.0,51.0,Daegwallyeong
FP,51.0,2758.0,Daegwallyeong
FN,2758.0,58.0,Daegwallyeong
FP,58.0,2573.0,Daegwallyeong
FN,476.0,20.0,Daegwallyeong
TP,20.0,41.0,Daegwallyeong
FP,41.0,1857.0,Daegwallyeong
FN,1687.0,45.0,Daegwallyeong
FP,45.0,763.0,Daegwallyeong
FN,1296.0,9.0,Daegwallyeong
TP,9.0,9.0,Daegwallyeong
TP,9.0,48.0,Daegwallyeong
FP,48.0,681.0,Daegwallyeong
FN,147.0,22.0,Daegwallyeong
TP,22.0,58.0,Daegwallyeong
FP,58.0,1396.0,Daegwallyeong
FN,3372.0,15.0,Daegwallyeong
FN,15.0,13.0,Daegwallyeong
FP,13.0,727.0,Daegwallyeong
FN,2198.0,51.0,Daegwallyeong
FP,51.0,396.0,Daegwallyeong
FN,396.0,18.0,Daegwallyeong
FP,18.0,1716.0,Daegwallyeong
FN,402.0,36.0,Daegwallyeong
FP,36.0,145.0,Daegwallyeong
TP,145.0,19.0,Daegwallyeong
TP,19.0,91.0,Daegwallyeong
FP,91.0,194.0,Daegwallyeong
FN,270.0,90.0,Daegwallyeong
TP,90.0,26.0,Daegwallyeong
TP,26.0,77.0,Daegwallyeong
FN,1732.0,25.0,Daegwallyeong
FP,25.0,986.0,Daegwallyeong
FN,409.0,39.0,Daegwallyeong
FP,39.0,165.0,Daegwallyeong
FN,350.0,91.0,Daegwallyeong
FP,91.0,2297.0,Daegwallyeong
FN,1384.0,81.0,Daegwallyeong
FP,81.0,1521.0,Daegwallyeong
FN,3799.0,12.0,Daegwallyeong
FP,12.0,330.0,Daegwallyeong
TP,330.0,35.0,Daegwallyeong
TP,35.0,29.0,Daegwallyeong
TP,29.0,33.0,Daegwallyeong
FP,33.0,2024.0,Daegwallyeong
FN,2024.0,47.0,Daegwallyeong
TP,47.0,63.0,Daegwallyeong
FN,2716.0,95.0,Daegwallyeong
TP,95.0,32.0,Daegwallyeong
TP,32.0,41.0,Daegwallyeong
TP,41.0,51.0,Daegwallyeong
TP,51.0,30.0,Daegwallyeong
TP,30.0,79.0,Daegwallyeong
FP,79.0,392.0,Daegwallyeong
FN,134.0,74.0,Daegwallyeong
FP,74.0,735.0,Daegwallyeong
FN,772.0,98.0,Daegwallyeong
FN,98.0,26.0,Daegwallyeong
FP,26.0,1821.0,Daegwallyeong
FN,314.0,18.0,Daegwallyeong
TP,18.0,13.0,Daegwallyeong
TP,13.0,13.0,Daegwallyeong
TP,13.0,16.0,Daegwallyeong
TP,16.0,18.0,Daegwallyeong
TP,18.0,15.0,Daegwallyeong
TP,15.0,20.0,Daegwallyeong
TP,20.0,15.0,Daegwallyeong
FP,15.0,107.0,Daegwallyeong
FN,198.0,18.0,Daegwallyeong
TP,18.0,25.0,Daegwallyeong
FP,25.0,541.0,Daegwallyeong
FN,541.0,78.0,Daegwallyeong
FP,78.0,387.0,Daegwallyeong
TP,387.0,80.0,Daegwallyeong
FP,80.0,225.0,Daegwallyeong
TP,225.0,26.0,Daegwallyeong
TP,26.0,79.0,Daegwallyeong
FP,79.0,930.0,Daegwallyeong
FN,334.0,27.0,Daegwallyeong
TP,27.0,24.0,Daegwallyeong
TP,24.0,26.0,Daegwallyeong
TP,26.0,17.0,Daegwallyeong
TP,17.0,29.0,Daegwallyeong
FP,29.0,248.0,Daegwallyeong
FP,137.0,136.0,Daegwallyeong
TP,136.0,85.0,Daegwallyeong
FP,85.0,252.0,Daegwallyeong
FN,578.0,39.0,Daegwallyeong
TP,39.0,55.0,Daegwallyeong
TP,55.0,92.0,Daegwallyeong
FP,92.0,157.0,Daegwallyeong
FP,157.0,725.0,Daegwallyeong
FN,909.0,29.0,Daegwallyeong
TP,29.0,29.0,Daegwallyeong
TP,29.0,28.0,Daegwallyeong
TP,28.0,25.0,Daegwallyeong
TP,25.0,22.0,Daegwallyeong
TP,22.0,35.0,Daegwallyeong
TP,35.0,43.0,Daegwallyeong
FP,43.0,1393.0,Daegwallyeong
FN,1393.0,78.0,Daegwallyeong
TP,78.0,98.0,Daegwallyeong
FP,98.0,392.0,Daegwallyeong
FN,459.0,18.0,Daegwallyeong
TP,18.0,17.0,Daegwallyeong
TP,17.0,17.0,Daegwallyeong
TP,17.0,18.0,Daegwallyeong
TP,18.0,23.0,Daegwallyeong
TP,23.0,14.0,Daegwallyeong
TP,14.0,23.0,Daegwallyeong
TP,23.0,25.0,Daegwallyeong
TP,25.0,34.0,Daegwallyeong
FP,34.0,4828.0,Daegwallyeong
FN,425.0,30.0,Daegwallyeong
FP,30.0,125.0,Daegwallyeong
FP,125.0,124.0,Daegwallyeong
FP,124.0,309.0,Daegwallyeong
FN,309.0,27.0,Daegwallyeong
FP,27.0,556.0,Daegwallyeong
FN,490.0,28.0,Daegwallyeong
FP,28.0,246.0,Daegwallyeong
TP,246.0,94.0,Daegwallyeong
TP,94.0,30.0,Daegwallyeong
TP,30.0,81.0,Daegwallyeong
FP,81.0,815.0,Daegwallyeong
FN,151.0,15.0,Daegwallyeong
TP,15.0,37.0,Daegwallyeong
FP,37.0,1308.0,Daegwallyeong
FN,283.0,11.0,Daegwallyeong
FP,11.0,754.0,Daegwallyeong
FN,245.0,40.0,Daegwallyeong
TP,40.0,42.0,Daegwallyeong
TP,42.0,58.0,Daegwallyeong
FP,58.0,110.0,Daegwallyeong
TP,110.0,93.0,Daegwallyeong
TP,93.0,25.0,Daegwallyeong
FP,25.0,169.0,Daegwallyeong
FN,169.0,66.0,Daegwallyeong
FP,66.0,258.0,Daegwallyeong
FN,180.0,58.0,Daegwallyeong
FP,58.0,152.0,Daegwallyeong
FN,152.0,56.0,Daegwallyeong
FP,56.0,136.0,Daegwallyeong
FP,105.0,147.0,Daegwallyeong
TP,147.0,84.0,Daegwallyeong
TP,84.0,46.0,Daegwallyeong
TP,46.0,65.0,Daegwallyeong
TP,65.0,70.0,Daegwallyeong
FP,70.0,140.0,Daegwallyeong
FP,140.0,218.0,Daegwallyeong
FN,625.0,38.0,Daegwallyeong
TP,38.0,19.0,Daegwallyeong
TP,19.0,22.0,Daegwallyeong
TP,22.0,27.0,Daegwallyeong
TP,27.0,14.0,Daegwallyeong
TP,14.0,15.0,Daegwallyeong
TP,15.0,20.0,Daegwallyeong
FP,20.0,770.0,Daegwallyeong
FN,492.0,27.0,Daegwallyeong
FP,27.0,580.0,Daegwallyeong
FN,206.0,82.0,Daegwallyeong
FP,82.0,104.0,Daegwallyeong
TP,104.0,22.0,Daegwallyeong
TP,22.0,12.0,Daegwallyeong
TP,12.0,15.0,Daegwallyeong
TP,15.0,20.0,Daegwallyeong
TP,20.0,26.0,Daegwallyeong
TP,26.0,37.0,Daegwallyeong
TP,37.0,31.0,Daegwallyeong
TP,31.0,16.0,Daegwallyeong
TP,16.0,30.0,Daegwallyeong
FP,30.0,415.0,Daegwallyeong
FN,170.0,56.0,Daegwallyeong
FN,299.0,76.0,Daegwallyeong
FN,76.0,81.0,Daegwallyeong
FP,81.0,1092.0,Daegwallyeong
FN,303.0,96.0,Daegwallyeong
TP,96.0,91.0,Daegwallyeong
TP,91.0,71.0,Daegwallyeong
TP,71.0,70.0,Daegwallyeong
TP,70.0,95.0,Daegwallyeong
FP,95.0,106.0,Daegwallyeong
FP,106.0,114.0,Daegwallyeong
TP,114.0,48.0,Daegwallyeong
TP,48.0,91.0,Daegwallyeong
TP,91.0,49.0,Daegwallyeong
TP,49.0,53.0,Daegwallyeong
TP,53.0,54.0,Daegwallyeong
TP,54.0,58.0,Daegwallyeong
TP,58.0,96.0,Daegwallyeong
FP,96.0,151.0,Daegwallyeong
FP,151.0,159.0,Daegwallyeong
FP,159.0,186.0,Daegwallyeong
FN,250.0,33.0,Daegwallyeong
FN,33.0,19.0,Daegwallyeong
TP,19.0,24.0,Daegwallyeong
TP,24.0,25.0,Daegwallyeong
TP,25.0,30.0,Daegwallyeong
TP,30.0,50.0,Daegwallyeong
FP,50.0,303.0,Daegwallyeong
FN,135.0,93.0,Daegwallyeong
TP,93.0,17.0,Daegwallyeong
TP,17.0,7.0,Daegwallyeong
TP,7.0,74.0,Daegwallyeong
FP,74.0,1457.0,Daegwallyeong
FN,901.0,50.0,Daegwallyeong
FN,421.0,29.0,Daegwallyeong
TP,29.0,4.0,Daegwallyeong
TP,4.0,4.0,Daegwallyeong
TP,4.0,15.0,Daegwallyeong
FN,108.0,68.0,Daegwallyeong
TP,68.0,61.0,Daegwallyeong
TP,61.0,40.0,Daegwallyeong
TP,40.0,35.0,Daegwallyeong
TP,35.0,69.0,Daegwallyeong
FP,69.0,116.0,Daegwallyeong
FP,116.0,107.0,Daegwallyeong
FP,107.0,135.0,Daegwallyeong
FN,135.0,26.0,Daegwallyeong
TP,26.0,60.0,Daegwallyeong
TP,60.0,99.0,Daegwallyeong
FP,99.0,121.0,Daegwallyeong
TP,110.0,84.0,Daegwallyeong
FP,84.0,183.0,Daegwallyeong
FN,445.0,16.0,Daegwallyeong
TP,16.0,10.0,Daegwallyeong
FP,10.0,480.0,Daegwallyeong
FN,328.0,65.0,Daegwallyeong
FN,65.0,39.0,Daegwallyeong
TP,39.0,64.0,Daegwallyeong
TP,64.0,98.0,Daegwallyeong
FP,98.0,193.0,Daegwallyeong
FN,387.0,62.0,Daegwallyeong
FP,62.0,775.0,Daegwallyeong
FN,775.0,32.0,Daegwallyeong
TP,32.0,34.0,Daegwallyeong
TP,34.0,41.0,Daegwallyeong
TP,41.0,25.0,Daegwallyeong
TP,25.0,36.0,Daegwallyeong
TP,36.0,34.0,Daegwallyeong
TP,34.0,41.0,Daegwallyeong
TP,41.0,79.0,Daegwallyeong
TP,79.0,21.0,Daegwallyeong
FP,21.0,251.0,Daegwallyeong
FN,1019.0,43.0,Daegwallyeong
FP,43.0,378.0,Daegwallyeong
FN,378.0,4.0,Daegwallyeong
FP,4.0,138.0,Daegwallyeong
FP,138.0,489.0,Daegwallyeong
FN,489.0,15.0,Daegwallyeong
FP,15.0,262.0,Daegwallyeong
TP,146.0,95.0,Daegwallyeong
FP,95.0,365.0,Daegwallyeong
FN,209.0,88.0,Daegwallyeong
FP,88.0,234.0,Daegwallyeong
FN,2568.0,11.0,Daegwallyeong
